timestamp,2508bc72784db0cccfe2abaf21a2901348296118,54ba643ef1116d7de67d918e35e22f494408dab7,6b8b348220e0880d2d4bb373cd58ac920cc08fa0,7726551a4b5861acf9598b03f676222f5d10656d,77fc3393c6c6e0a2487422886363667aee953244,7ce37b95947d27775788beaa9899ea94c888434c,7d974f90a51f05d222dde08dce86c9e3220769e7,830ca47eee5b372f4c0f1810ac25d7b4c687fbbf,87d2bad4e28fc42e03ceae8dc6e5675821d5aadd,893954923fa66520873628280b7e20a95de291ff,bd16f55214f3705f14fd6de7c8557b8ebfe4aae4,c73c5108f02c607efae152105ab1440c9c865fae,c8e285be7dac4c97654ab58d67840adbc9c69400,dd63669428e95c07519e072b058e775c54c5a688,e1d57830999309ddcd17736d7b05a3ba4b8ed532
1570928920,173,63,70,67,173,64,171,61,68,69,60,63,66,177,1.0000329803771972
1570928921,173,63,70,67,173,64,171,61,68,69,60,63,66,177,1.0000329803771972
1570928922,173,63,70,67,173,64,171,61,68,69,60,63,66,177,1.0000329803771972
1570928923,173,63,70,67,173,64,171,61,68,69,60,63,66,177,1.0000329803771972
1570928924,173,63,70,67,173,64,171,61,68,69,60,63,66,177,1.0000329803771972
1570928925,173,63,70,67,173,64,171,61,68,69,60,63,66,177,1.0000329803771972
1570928926,173,63,70,67,173,64,171,61,68,69,60,63,66,177,1.0000329803771972
1570928927,173,63,70,67,173,64,171,61,68,69,60,63,66,177,1.0000329803771972
1570928928,165,55,62,59,173,56,163,53,60,69,52,55,58,169,1.0000329803771972
1570928929,165,55,62,59,164,56,163,53,60,60,52,55,58,169,1.0000329803771972
1570928930,165,55,62,59,164,56,163,53,60,60,52,55,58,169,1.0000329803771972
1570928931,165,55,62,59,164,56,163,53,60,60,52,55,58,169,1.0000329803771972
1570928932,165,55,62,59,164,56,163,53,60,60,52,55,58,169,1.0000329803771972
1570928933,165,55,62,59,164,56,163,53,60,60,52,55,58,169,1.0000329803771972
1570928934,165,55,62,59,164,56,163,53,60,60,52,55,58,169,1.0000329803771972
1570928935,165,55,62,59,164,56,163,53,60,60,52,55,58,169,1.0000329803771972
1570928936,165,55,62,59,164,56,163,53,60,60,52,55,58,169,1.0000329803771972
1570928937,165,55,62,59,164,56,163,53,60,60,52,55,58,169,1.0000329803771972
1570928938,165,55,62,59,164,56,163,53,60,60,52,55,58,169,1.0000329803771972
1570928939,165,55,62,59,164,56,163,53,60,60,52,55,58,169,1.0000329803771972
1570928940,165,55,62,59,164,56,163,53,60,60,52,55,58,169,1.0000329803771972
1570928941,165,55,62,59,164,56,163,53,60,60,52,55,58,169,1.0000329803771972
1570928942,165,55,62,59,164,56,163,53,60,60,52,55,58,169,1.0000329803771972
1570928943,165,55,62,59,164,56,163,53,60,60,52,55,58,169,1.0000329803771972
1570928944,165,55,62,59,164,56,163,53,60,60,52,55,58,169,1.0000329803771972
1570928945,165,55,62,59,164,56,163,53,60,60,52,55,58,169,1.0000329803771972
1570928946,165,55,62,59,164,56,163,53,60,60,52,55,58,169,1.0000329803771972
1570928947,165,55,62,59,164,56,163,53,60,60,52,55,58,169,1.0000329803771972
1570928948,165,55,62,59,164,56,163,53,60,60,52,55,58,169,1.0000329803771972
1570928949,165,55,62,59,164,56,163,53,60,60,52,55,58,169,1.0000329803771972
1570928950,165,55,62,59,164,56,163,53,60,60,52,55,58,169,1.0000329803771972
1570928951,165,55,62,59,164,56,163,53,60,60,52,55,58,169,1.0000329803771972
1570928952,165,55,62,59,164,56,163,53,60,60,52,55,58,169,1.0000329803771972
1570928953,165,55,62,59,164,56,163,53,60,60,52,55,58,169,1.0000329803771972
1570928954,165,55,62,59,164,56,163,53,60,60,52,55,58,169,1.0000329803771972
1570928955,156,55,62,59,164,47,163,44,51,60,52,55,58,169,1.0000329803771972
1570928956,156,47,54,51,156,47,155,44,51,52,44,47,50,161,1.0000329803771972
1570928957,156,47,54,51,156,47,155,44,51,52,44,47,50,161,1.0000329803771972
1570928958,156,47,54,51,156,47,155,44,51,52,44,47,50,161,1.0000329803771972
1570928959,156,47,54,51,156,47,155,44,51,52,44,47,50,161,1.0000329803771972
1570928960,156,47,54,51,156,47,155,44,51,52,44,47,50,161,1.0000329803771972
1570928961,156,47,54,51,156,47,155,44,51,52,44,47,50,161,1.0000329803771972
1570928962,156,47,54,51,156,47,155,44,51,52,44,47,50,161,1.0000329803771972
1570928963,156,47,54,51,156,47,155,44,51,52,44,47,50,161,1.0000329803771972
1570928964,156,47,54,51,156,47,155,44,51,52,44,47,50,161,1.0000329803771972
1570928965,156,47,54,51,156,47,155,44,51,52,44,47,50,161,1.0000329803771972
1570928966,156,47,54,51,156,47,155,44,51,52,44,47,50,161,1.0000329803771972
1570928967,156,47,54,51,156,47,155,44,51,52,44,47,50,161,1.0000329803771972
1570928968,156,47,54,51,156,47,155,44,51,52,44,47,50,161,1.0000329803771972
1570928969,156,47,54,51,156,47,155,44,51,52,44,47,50,161,1.0000329803771972
1570928970,156,47,54,51,156,47,155,44,51,52,44,47,50,161,1.0000329803771972
1570928971,156,47,54,51,156,47,155,44,51,52,44,47,50,161,1.0000329803771972
1570928972,156,47,54,51,156,47,155,44,51,52,44,47,50,161,1.0000329803771972
1570928973,156,47,54,51,156,47,155,44,51,52,44,47,50,161,1.0000329803771972
1570928974,156,47,54,51,156,47,155,44,51,52,44,47,50,161,1.0000329803771972
1570928975,156,47,54,51,156,47,155,44,51,52,44,47,50,161,1.0000329803771972
1570928976,156,47,54,51,156,47,155,44,51,52,44,47,50,161,1.0000329803771972
1570928977,156,47,54,51,156,47,155,44,51,52,44,47,50,161,1.0000329803771972
1570928978,156,47,54,51,156,47,155,44,51,52,44,47,50,161,1.0000329803771972
1570928979,156,47,54,51,156,47,155,44,51,52,44,47,50,161,1.0000329803771972
1570928980,156,47,54,51,156,47,155,44,51,52,44,47,50,161,1.0000329803771972
1570928981,156,47,54,51,156,47,155,44,51,52,44,47,50,161,1.0000329803771972
1570928982,148,47,54,51,156,39,155,36,43,52,44,47,50,161,1.0000329803771972
1570928983,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570928984,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570928985,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570928986,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570928987,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570928988,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570928989,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570928990,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570928991,148,38,45,43,148,39,148,36,43,44,36,39,41,152,1.0000329803771972
1570928992,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570928993,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570928994,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570928995,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570928996,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570928997,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570928998,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570928999,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929000,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929001,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929002,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929003,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929004,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929005,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929006,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929007,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929008,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929009,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929010,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929011,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929012,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929013,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929014,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929015,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929016,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929017,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929018,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929019,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929020,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929021,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929022,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929023,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929024,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929025,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929026,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929027,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929028,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929029,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929030,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929031,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929032,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929033,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929034,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929035,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929036,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929037,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929038,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929039,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929040,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929041,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929042,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929043,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929044,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929045,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929046,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929047,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929048,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929049,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929050,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929051,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929052,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929053,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929054,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929055,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929056,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929057,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929058,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929059,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929060,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929061,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929062,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929063,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929064,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929065,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929066,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929067,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929068,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929069,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929070,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929071,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929072,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929073,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929074,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929075,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929076,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929077,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929078,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929079,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929080,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929081,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929082,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929083,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929084,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929085,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929086,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929087,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929088,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929089,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929090,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929091,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929092,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929093,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929094,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929095,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929096,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929097,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929098,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929099,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929100,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929101,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929102,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929103,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929104,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929105,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929106,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929107,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929108,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929109,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929110,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929111,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929112,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929113,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929114,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929115,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929116,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929117,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929118,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929119,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929120,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929121,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929122,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929123,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929124,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929125,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929126,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929127,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929128,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929129,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929130,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929131,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929132,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929133,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929134,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929135,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929136,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929137,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929138,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929139,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929140,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929141,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929142,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929143,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929144,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929145,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929146,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929147,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929148,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929149,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929150,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929151,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929152,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929153,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929154,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929155,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929156,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929157,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929158,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929159,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929160,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929161,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929162,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929163,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929164,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929165,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929166,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929167,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929168,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929169,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929170,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929171,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929172,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929173,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929174,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929175,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929176,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929177,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929178,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929179,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929180,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929181,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929182,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929183,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929184,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929185,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929186,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929187,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929188,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929189,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929190,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929191,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929192,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929193,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929194,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929195,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929196,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929197,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929198,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929199,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929200,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929201,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929202,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929203,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929204,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929205,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929206,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929207,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929208,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929209,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929210,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929211,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929212,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929213,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929214,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929215,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929216,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929217,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929218,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929219,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929220,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929221,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929222,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929223,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929224,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929225,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929226,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929227,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929228,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929229,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929230,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929231,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929232,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929233,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929234,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929235,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929236,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929237,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929238,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929239,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929240,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929241,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929242,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
1570929243,148,38,45,43,148,39,147,36,43,44,36,39,41,152,1.0000329803771972
